source,target,weight
false,action,1
false,analysts,1
false,assume,1
false,assumption,1
false,believe,1
false,claim,1
false,compose,1
false,conjuncture,1
false,correct,1
false,deductive,1
false,guess,1
false,guesss,1
false,hypothesis,1
false,idea,1
false,if,1
false,illustrate,1
false,imagine,1
false,methods,1
false,not-sure,1
false,people,1
false,precondition,1
false,pressume,1
false,presume,1
false,problem,1
false,proposal,1
false,propose,1
false,request,1
false,so,1
false,some,1
false,soon,1
false,suggest,1
false,suggestion,1
false,summon,1
false,support,1
false,suppose-to,1
false,supposed,1
false,supposedly,1
false,the-poor,1
false,think,1
false,to,1
false,untrue,1
false,you,1
true,accomplish,1
true,achieve,1
true,acknowledge,1
true,actualize,1
true,aim,1
true,awareness,1
true,be-aware,1
true,being-sturdy,1
true,belief,1
true,beliefs,1
true,believe,1
true,betray,1
true,chase,1
true,christian,1
true,come-into-true,1
true,come-true,1
true,confident,1
true,conscious,1
true,country,1
true,determination,1
true,devotion,1
true,dog,1
true,dream,1
true,face,1
true,fact,1
true,fail,1
true,faint,1
true,faithful,1
true,faithfully,1
true,faithfulness,1
true,family,1
true,fate,1
true,fidelity,1
true,friend,1
true,friends,1
true,goal,1
true,god,1
true,good,1
true,hit,1
true,holy,1
true,honesty,1
true,hope,1
true,ideal,1
true,ideas,1
true,ioyal,1
true,know,1
true,long,1
true,love,1
true,loyal,1
true,loyalty,1
true,loylty,1
true,marrige,1
true,mistake,1
true,modernization,1
true,motherland,1
true,parents,1
true,peace,1
true,peaceful,1
true,persisrence,1
true,persistent,1
true,pious,1
true,promise,1
true,react,1
true,read,1
true,real,1
true,realisation,1
true,reality,1
true,realizable,1
true,realization,1
true,realize,1
true,realized,1
true,really,1
true,recognize,1
true,rejuvenate,1
true,rejuvenation,1
true,rejuvernation,1
true,religion,1
true,resolute,1
true,respond,1
true,right,1
true,righteousness,1
true,see,1
true,sincere,1
true,target,1
true,thoughts,1
true,to-become-the-reality,1
true,to-take-place,1
true,traitor,1
true,trust,1
true,truth,1
true,understand,1
true,unfaithful,1
true,value,2
true,virtual,1
a-behavior,abandon,1
a-behavior,ar,1
a-behavior,arm,1
a-behavior,away,1
a-behavior,ball,1
a-behavior,basketball,1
a-behavior,cast,1
a-behavior,catch,1
a-behavior,deliver,1
a-behavior,deposit,1
a-behavior,discard,1
a-behavior,di?€?scard,1
a-behavior,down,1
a-behavior,draw,1
a-behavior,fling,1
a-behavior,flow,1
a-behavior,get,1
a-behavior,give-up,1
a-behavior,growth,1
a-behavior,hit,1
a-behavior,hurl,1
a-behavior,impolite,1
a-behavior,javelin,1
a-behavior,lift,1
a-behavior,out,1
a-behavior,pick-up,1
a-behavior,quickly-and-carelessly,1
a-behavior,rabbish,1
a-behavior,refuse,1
a-behavior,relief,1
a-behavior,spear,1
a-behavior,sport,1
a-behavior,stab,1
a-behavior,stick,1
a-behavior,stone,1
a-behavior,strike,1
a-behavior,thank,1
a-behavior,there,1
a-behavior,thing,1
a-behavior,think,1
a-behavior,this,1
a-behavior,thorn,1
a-behavior,throw-away,1
a-behavior,throw-up,1
a-behavior,throwback,1
a-behavior,thrown,1
a-behavior,thrust,1
a-behavior,uon,1
a-behavior,way,1
a-behavior,weight,1
a-behavior,withdraw,1
a-behaviour,amiable,1
a-behaviour,baby,1
a-behaviour,cry,1
a-behaviour,eye,1
a-behaviour,face,1
a-behaviour,feelings,1
a-behaviour,giggle,1
a-behaviour,good,1
a-behaviour,heart,1
a-behaviour,kin?€?d,1
a-behaviour,mile,1
a-behaviour,mouth,1
a-behaviour,sad,1
a-behaviour,smiley,1
a-behaviour,smiling,1
a-behaviour,sweet,1
a-behaviour,teeth,1
a-behaviour,wink,1
a-behaviour,wonderful,1
a-device,a-tool,1
a-device,al,1
a-device,apple,1
a-device,body,1
a-device,caculator,1
a-device,calculate,1
a-device,calculator,1
a-device,cell-phone,1
a-device,community,1
a-device,competitive,1
a-device,compute,1
a-device,computer-games,1
a-device,computer-science,1
a-device,computerize,1
a-device,crash,1
a-device,daily-use,1
a-device,dell,1
a-device,disc,1
a-device,document,1
a-device,fast,1
a-device,film,1
a-device,games,1
a-device,hardware,1
a-device,indispensible,1
a-device,informed,1
a-device,iphone,1
a-device,lap-top,1
a-device,laptop,1
a-device,material,1
a-device,microsoft,1
a-device,mind,1
a-device,mouse,1
a-device,movies,1
a-device,naths,1
a-device,net,1
a-device,news,1
a-device,people,1
a-device,personal,1
a-device,personal-computer,1
a-device,please,1
a-device,program,1
a-device,resources,1
a-device,result,1
a-device,science,1
a-device,screen,1
a-device,skill,1
a-device,smart,1
a-device,software,1
a-device,technology,1
a-device,user,1
a-device,vedio,1
a-device,web,1
a-device,website,1
a-device,write,1
a-dog-day,a-dog-house,1
a-dog-day,a-lyoal-companion,1
a-dog-day,an-abusive-expression,1
a-dog-day,an-cute-animal,1
a-dog-day,animal,1
a-dog-day,bird,1
a-dog-day,blog,1
a-dog-day,cat,1
a-dog-day,company,1
a-dog-day,crocodile,1
a-dog-day,cute,1
a-dog-day,doggy,1
a-dog-day,door,1
a-dog-day,faithful,1
a-dog-day,fidelity,1
a-dog-day,friend,1
a-dog-day,home,1
a-dog-day,honest,1
a-dog-day,honesty,1
a-dog-day,hot-dog,1
a-dog-day,kind,1
a-dog-day,love,1
a-dog-day,loyal,1
a-dog-day,loyalty,1
a-dog-day,meat,1
a-dog-day,mild,1
a-dog-day,mouse,1
a-dog-day,obedient,1
a-dog-day,pig,1
a-dog-day,puppy,1
a-dog-day,snoopy,1
a-dog-day,tail,1
a-dog-house,hot-dog,1
a-dog-house,pig,1
a-lyoal-companion,a-dog-house,1
a-lyoal-companion,an-cute-animal,1
a-lyoal-companion,animal,1
a-lyoal-companion,blog,1
a-lyoal-companion,cat,1
a-lyoal-companion,company,1
a-lyoal-companion,cute,1
a-lyoal-companion,doggy,1
a-lyoal-companion,door,1
a-lyoal-companion,faithful,1
a-lyoal-companion,fidelity,1
a-lyoal-companion,friend,1
a-lyoal-companion,honest,1
a-lyoal-companion,honesty,1
a-lyoal-companion,hot-dog,1
a-lyoal-companion,love,1
a-lyoal-companion,loyal,1
a-lyoal-companion,mild,1
a-lyoal-companion,mouse,1
a-lyoal-companion,obedient,1
a-lyoal-companion,pig,1
a-lyoal-companion,puppy,1
a-lyoal-companion,snoopy,1
a-place,bedroom,1
a-plant,agree,1
a-plant,air-quality,1
a-plant,apple,1
a-plant,autumn,1
a-plant,big,1
a-plant,bird,1
a-plant,bloosom,1
a-plant,botany,1
a-plant,branch,1
a-plant,cover,1
a-plant,cut,1
a-plant,fern,1
a-plant,flower,1
a-plant,flowers,1
a-plant,forest,1
a-plant,fruit,1
a-plant,fruits,1
a-plant,garden,1
a-plant,grass,1
a-plant,green,1
a-plant,high,1
a-plant,how,1
a-plant,landscape,1
a-plant,leaf,1
a-plant,leave,1
a-plant,leaves,1
a-plant,life,1
a-plant,low,1
a-plant,oak,1
a-plant,palm,1
a-plant,pine,1
a-plant,pine-tree,1
a-plant,plant,1
a-plant,prosperous,1
a-plant,root,1
a-plant,shadow,1
a-plant,solid,1
a-plant,spring,1
a-plant,stable,1
a-plant,tall,1
a-plant,third,1
a-plant,three,1
a-plant,time,1
a-plant,tree-planting,1
a-plant,treehouse,1
a-plant,treetop,1
a-plant,triangle,1
a-plant,trimming,1
a-plant,trunk,1
a-plant,umbrella,1
a-plant,water,1
a-plant,willow,1
a-plant,wood,1
a-plant,zero,1
a-relationship,affection,1
a-relationship,beloved,1
a-relationship,care,1
a-relationship,dear,1
a-relationship,dislike,1
a-relationship,faith,1
a-relationship,forever,1
a-relationship,friends,1
a-relationship,give,1
a-relationship,god,1
a-relationship,hate,1
a-relationship,heart,1
a-relationship,let,1
a-relationship,like,1
a-relationship,little,1
a-relationship,mom,1
a-relationship,passion,1
a-relationship,real,1
a-relationship,respect,1
a-relationship,romance,1
a-relationship,son,1
a-relationship,song,1
a-relationship,story,1
a-relationship,universal,1
a-relationship,unselfish,1
a-tool,competitive,1
a-tool,dell,1
a-tool,disc,1
a-tool,document,1
a-tool,fast,1
a-tool,film,1
a-tool,informed,1
a-tool,lap-top,1
a-tool,laptop,1
a-tool,material,1
a-tool,microsoft,1
a-tool,naths,1
a-tool,net,1
a-tool,news,1
a-tool,personal,1
a-tool,please,1
a-tool,skill,1
a-tool,software,1
a-tool,website,1
abandon,afford,1
abandon,agency,1
abandon,an-effort,1
abandon,ar,1
abandon,arm,1
abandon,attemptation,1
abandon,attempted,1
abandon,attempts,1
abandon,attention,1
abandon,away,1
abandon,ball,1
abandon,cast,1
abandon,catch,1
abandon,chance,1
abandon,comtempt,1
abandon,contempt,1
abandon,danger,1
abandon,deliver,1
abandon,deposit,1
abandon,desire,1
abandon,di?€?scard,1
abandon,doing,1
abandon,draw,1
abandon,effort,1
abandon,endeavor,1
abandon,endevor,1
abandon,fail,1
abandon,fling,1
abandon,get,1
abandon,give-up,1
abandon,growth,1
abandon,hit,1
abandon,hurl,1
abandon,impolite,1
abandon,intend,1
abandon,intending,1
abandon,intent,1
abandon,intention,1
abandon,javelin,1
abandon,lift,1
abandon,make,1
abandon,manage,1
abandon,motivation,1
abandon,out,1
abandon,person,1
abandon,quickly-and-carelessly,1
abandon,rabbish,1
abandon,reattempt,1
abandon,refuse,1
abandon,relief,1
abandon,spear,1
abandon,sport,1
abandon,stab,1
abandon,stick,1
abandon,stone,1
abandon,strike,1
abandon,strive,1
abandon,temperature,1
abandon,tempt,1
abandon,temptation,1
abandon,there,1
abandon,this,1
abandon,thorn,1
abandon,throw-away,1
abandon,throwback,1
abandon,thrown,1
abandon,thrust,1
abandon,to,1
abandon,tramp,1
abandon,trial,1
abandon,trying,1
abandon,uon,1
abandon,way,2
abandon,withdraw,1
ability,air,1
ability,basic,1
ability,basical,1
ability,crucial,1
ability,crutial,1
ability,elementary,1
ability,essence,1
ability,essense,1
ability,essentialist,1
ability,essentially,1
ability,essentials,1
ability,even,1
ability,fact,1
ability,factors,1
ability,formal,1
ability,foundemental,1
ability,fundamental,1
ability,idea,1
ability,important,1
ability,indispensable,1
ability,indisppensible,1
ability,issue,1
ability,knowledge,1
ability,main,1
ability,must,1
ability,necessary,1
ability,necessity,1
ability,nessecity,1
ability,occasion,1
ability,oil,1
ability,part,1
ability,primary,1
ability,problem,1
ability,root,1
ability,to,1
ability,truth,1
ability,vital,1
abstract,clearly,1
abstract,detail,1
abstract,detailed,1
abstract,direction,1
abstract,especially,1
abstract,fact,1
abstract,given,1
abstract,in-detail,1
abstract,issue,1
abstract,key,1
abstract,ordinary,1
abstract,problem,1
abstract,purpose,1
abstract,real,1
abstract,situation,1
abstract,special,1
abstract,style,1
abstract,uncommon,1
abstract,unique,1
acceptable,comfortable,1
acceptable,doing,1
acceptable,improper,1
acceptable,manner,1
acceptable,place,1
acceptable,probably,1
acceptable,prosperous,1
acceptable,right-correc,1
acceptable,speech,1
acceptable,suitable,1
acceptable,word,1
accomplish,acknowledge,1
accomplish,actualize,1
accomplish,aim,1
accomplish,awareness,1
accomplish,be-aware,1
accomplish,chase,1
accomplish,come-into-true,1
accomplish,come-true,1
accomplish,dream,1
accomplish,fact,1
accomplish,fate,1
accomplish,goal,1
accomplish,hit,1
accomplish,hope,1
accomplish,ideal,1
accomplish,know,1
accomplish,long,1
accomplish,modernization,1
accomplish,promise,1
accomplish,react,1
accomplish,read,1
accomplish,real,1
accomplish,realisation,1
accomplish,reality,1
accomplish,realizable,1
accomplish,realization,1
accomplish,realize,1
accomplish,realized,1
accomplish,rejuvenate,1
accomplish,rejuvenation,1
accomplish,rejuvernation,1
accomplish,respond,1
accomplish,right,1
accomplish,see,1
accomplish,target,1
accomplish,to-take-place,1
accomplish,understand,1
accomplish,value,1
accomplish,virtual,1
accurate,acceptable,1
accurate,appropriate,1
accurate,attitude,1
accurate,behavior,1
accurate,choice,1
accurate,comfortable,1
accurate,correct,1
accurate,deed,1
accurate,definite,1
accurate,doing,1
accurate,fit,1
accurate,good,1
accurate,good-enough,1
accurate,idea,1
accurate,improper,1
accurate,just,1
accurate,limited,1
accurate,manner,1
accurate,name,1
accurate,noun,1
accurate,paper,1
accurate,perfect,1
accurate,place,1
accurate,precise,1
accurate,probably,1
accurate,propose,1
accurate,prosperous,1
accurate,qualified,1
accurate,question,1
accurate,relative,1
accurate,right,1
accurate,right-correc,1
accurate,speech,1
accurate,suit,1
accurate,suitabke,1
accurate,suitable,1
accurate,tax,1
accurate,time,1
accurate,word,1
accurate,words,1
achieve,accomplish,1
achieve,acknowledge,1
achieve,actualize,1
achieve,aim,1
achieve,awareness,1
achieve,be-aware,1
achieve,chase,1
achieve,come-into-true,1
achieve,come-true,1
achieve,dream,1
achieve,fact,1
achieve,fate,1
achieve,goal,1
achieve,hit,1
achieve,hope,1
achieve,ideal,1
achieve,know,1
achieve,long,1
achieve,modernization,1
achieve,promise,1
achieve,react,1
achieve,read,1
achieve,real,1
achieve,realisation,1
achieve,reality,1
achieve,realizable,1
achieve,realization,1
achieve,realize,1
achieve,realized,1
achieve,rejuvenate,1
achieve,rejuvenation,1
achieve,rejuvernation,1
achieve,respond,1
achieve,right,1
achieve,see,1
achieve,target,1
achieve,to-take-place,1
achieve,understand,1
achieve,value,1
achieve,virtual,1
achivement,critical-thinking,1
achivement,culture,1
achivement,dance,1
achivement,dollar,1
achivement,expensive,1
achivement,fame,1
achivement,goods,1
achivement,ideology,1
achivement,important,1
achivement,money,1
achivement,music,1
achivement,positive,1
achivement,song,1
achivement,system,1
achivement,use,1
achivement,worth,1
acknowledge,actualize,1
acknowledge,aim,1
acknowledge,chase,1
acknowledge,come-into-true,1
acknowledge,come-true,1
acknowledge,fact,1
acknowledge,hit,1
acknowledge,promise,1
acknowledge,react,1
acknowledge,real,1
acknowledge,reality,1
acknowledge,rejuvenation,1
acknowledge,to-take-place,1
acknowledge,virtual,1
act,abstract,1
act,character,1
act,clearly,1
act,detail,1
act,detailed,1
act,direction,1
act,especially,1
act,exactly,1
act,fact,1
act,given,1
act,in-detail,1
act,issue,1
act,key,1
act,ordinary,1
act,particular,1
act,peculiar,1
act,problem,1
act,purpose,1
act,real,1
act,situation,1
act,special,1
act,specification,1
act,style,1
act,task,1
act,uncommon,1
act,unique,1
action,a-behavior,1
action,abandon,1
action,analysts,1
action,ar,1
action,arm,1
action,arrow,1
action,assume,1
action,away,1
action,ball,1
action,basketball,1
action,believe,1
action,cast,1
action,catch,1
action,claim,1
action,compose,1
action,correct,1
action,deductive,1
action,deliver,1
action,deposit,1
action,discard,1
action,di?€?scard,1
action,down,1
action,draw,1
action,fling,1
action,flow,1
action,get,1
action,give-up,1
action,growth,1
action,guess,1
action,guesss,1
action,hit,1
action,hurl,1
action,idea,1
action,if,1
action,imagine,1
action,impolite,1
action,javelin,1
action,lift,1
action,methods,1
action,not-sure,1
action,out,1
action,people,1
action,pick-up,1
action,precondition,1
action,pressume,1
action,presume,1
action,problem,1
action,proposal,1
action,propose,1
action,quickly-and-carelessly,1
action,rabbish,1
action,refuse,1
action,relief,1
action,request,1
action,so,1
action,soon,1
action,spear,1
action,sport,1
action,stab,1
action,stick,1
action,stone,1
action,strike,1
action,suggest,1
action,suggestion,1
action,summon,1
action,support,1
action,suppose-to,1
action,supposed,1
action,supposedly,1
action,thank,1
action,the-poor,1
action,there,1
action,thing,1
action,think,2
action,this,1
action,thorn,1
action,throw-away,1
action,throw-up,1
action,throwback,1
action,thrower,1
action,thrown,1
action,thrust,1
action,to,1
action,untrue,1
action,uon,1
action,way,1
action,weight,1
action,withdraw,1
action,you,1
actualize,aim,1
